open_time,open,high,low,close,volume,close_time,quote_volume,num_trades,taker_buy_base_vol,taker_buy_quote_vol,ignore
1756735200000000,109023.61,109276.19,109020.14,109224.88,114.34773,1756736099999999,12483306.8581726,30180,69.31036,7565839.388359,0
1756736100000000,109224.89,109332.28,108980.0,109065.68,178.90222,1756736999999999,19522572.403116,29945,85.61429,9345387.7781569,0
1756737000000000,109065.69,109140.0,108824.82,109084.41,86.06012,1756737899999999,9378254.7797161,28558,36.9118,4022055.8891334,0
1756737900000000,109084.42,109222.0,108855.58,109146.6,111.54425,1756738799999999,12158775.2981889,24021,38.59581,4209425.4517969,0
1756738800000000,109146.59,109373.1,108980.0,109098.94,120.87107,1756739699999999,13198203.5226857,32284,63.70714,6957044.1558128,0
1756739700000000,109098.95,109116.66,108650.01,108703.16,122.2435,1756740599999999,13310594.1444505,25447,31.22178,3398328.8399213,0
1756740600000000,108703.15,108866.95,108601.47,108689.58,94.82834,1756741499999999,10310949.4555717,23695,51.53319,5603399.9995401,0
1756741500000000,108689.59,108790.92,108566.0,108784.33,76.07964,1756742399999999,8267403.4363741,22666,42.36408,4603414.4485858,0
1756742400000000,108784.33,109018.47,108653.09,109018.46,121.36196,1756743299999999,13209329.7216026,26485,61.58261,6703732.5210448,0
1756743300000000,109018.47,109096.0,108912.79,108943.99,68.87083,1756744199999999,7506157.4245924,19278,31.78866,3464739.688467,0
1756744200000000,108944.0,109035.8,108774.0,108895.1,68.67376,1756745099999999,7479702.1443923,22279,24.79324,2700427.3746575,0
1756745100000000,108895.1,108998.36,108706.0,108774.23,115.49946,1756745999999999,12567278.7012874,15812,57.86448,6294828.5445119,0
1756746000000000,108774.23,108860.13,108391.3,108567.09,184.49374,1756746899999999,20050771.6871841,30376,87.90687,9555143.3801289,0
1756746900000000,108567.09,108696.38,108490.93,108624.46,142.57706,1756747799999999,15482018.0607108,26300,60.27272,6543685.2417935,0
1756747800000000,108624.45,108854.86,108515.36,108844.52,140.16452,1756748699999999,15233838.9261616,23758,78.61739,8543408.9070188,0
1756748700000000,108844.52,108953.82,108736.23,108927.61,103.65322,1756749599999999,11286078.4237251,17322,43.04512,4686446.9398263,0
1756749600000000,108927.61,109073.42,108921.17,109073.42,85.9809,1756750499999999,9372851.2463032,13682,56.31462,6138957.3650054,0
1756750500000000,109073.42,109200.0,109009.32,109173.88,92.77991,1756751399999999,10122957.9759486,14860,49.96671,5452030.3080391,0
1756751400000000,109173.88,109214.0,109004.0,109139.9,71.09486,1756752299999999,7757816.3430048,11416,24.00278,2619211.703811,0
1756752300000000,109139.89,109267.22,109139.89,109240.0,96.25101,1756753199999999,10510387.0423055,10398,55.50226,6060524.7275794,0
1756753200000000,109240.0,109300.0,109182.81,109207.61,79.02878,1756754099999999,8632718.2973526,8321,33.28847,3636120.4428359,0
1756754100000000,109207.61,109326.22,109169.67,109174.53,78.48953,1756754999999999,8573819.4281164,9550,27.47114,3000633.0256938,0
1756755000000000,109174.53,109329.65,109160.27,109263.08,53.25951,1756755899999999,5818960.5695636,8376,19.67164,2149401.0462731,0
1756755900000000,109263.08,109267.99,109167.26,109217.64,50.97144,1756756799999999,5566941.4208599,8189,17.73418,1936650.8823596,0
1756756800000000,109217.65,109217.65,109055.9,109100.64,64.44373,1756757699999999,7032731.2688254,8825,17.34832,1893108.7781752,0
1756757700000000,109100.64,109110.09,109008.81,109082.01,43.38775,1756758599999999,4731860.4172426,8344,22.08159,2408199.3876422,0
1756758600000000,109082.01,109088.33,108472.99,108472.99,276.21172,1756759499999999,30036458.6757456,34552,92.88919,10100195.8100132,0
1756759500000000,108473.0,108877.39,108284.0,108877.38,489.48702,1756760399999999,53168898.6325892,48498,263.08533,28574904.8228224,0
1756760400000000,108877.39,108939.42,108430.0,108433.54,211.65625,1756761299999999,22986181.3793539,27621,85.83183,9320869.8903809,0
1756761300000000,108433.54,108568.0,108098.51,108112.74,188.90763,1756762199999999,20450111.0513408,21619,50.3147,5447179.5371644,0
1756762200000000,108112.74,108112.74,107459.49,107595.62,303.47393,1756763099999999,32684999.044818,40626,119.88475,12909223.6830715,0
1756763100000000,107595.63,107818.0,107503.53,107800.8,213.87461,1756763999999999,23020762.3223717,25151,142.28689,15315312.789808,0
1756764000000000,107800.8,107977.71,107588.01,107916.11,195.77594,1756764899999999,21096640.9829419,25062,114.82834,12374879.3720398,0
1756764900000000,107916.1,108214.4,107904.01,108043.99,131.20491,1756765799999999,14176501.3778411,20678,79.16152,8553236.117209,0
1756765800000000,108044.0,108209.57,107948.12,108056.0,102.4001,1756766699999999,11067749.8792061,19738,41.75869,4513170.2367053,0
1756766700000000,108055.99,108500.04,108040.07,108444.96,88.38799,1756767599999999,9575222.0504303,16365,54.14144,5863938.8092859,0
1756767600000000,108444.96,108773.69,108428.45,108758.0,167.39159,1756768499999999,18181212.2066648,26358,82.62326,8973822.1499783,0
1756768500000000,108758.0,108800.0,108607.48,108800.0,81.29746,1756769399999999,8836691.0532376,13451,30.74573,3341939.6513378,0
1756769400000000,108799.99,109139.77,108680.0,109120.01,189.59415,1756770299999999,20651697.5715976,18759,113.42218,12357817.33531,0
1756770300000000,109120.0,109442.95,109104.2,109237.42,264.80677,1756771199999999,28934636.6758284,24294,133.15323,14548188.546559,0
1756771200000000,109237.43,109269.95,109052.95,109092.0,133.56172,1756772099999999,14577058.6803132,18485,64.68275,7059118.1885709,0
1756772100000000,109092.01,109337.64,109030.17,109030.17,155.4343,1756772999999999,16968855.5773299,20690,78.35511,8554604.4650936,0
1756773000000000,109030.16,109108.97,108888.0,108888.0,189.48973,1756773899999999,20655590.2811292,21278,62.57481,6821707.5626591,0
1756773900000000,108888.01,109118.18,108883.8,109040.36,73.62132,1756774799999999,8025988.7144006,12384,44.79253,4883258.8262101,0
1756774800000000,109040.36,109264.0,109021.01,109208.0,104.73282,1756775699999999,11434933.0458467,15871,57.38207,6264682.5364599,0
1756775700000000,109208.0,109267.09,109060.0,109208.0,90.26701,1756776599999999,9853860.999254,19537,38.56979,4210116.105011,0
1756776600000000,109208.0,109540.98,108993.0,109484.94,183.10202,1756777499999999,20010018.6419411,22312,119.4449,13056836.8624697,0
1756777500000000,109484.94,109611.11,109313.0,109313.0,238.47486,1756778399999999,26109930.3920766,30040,148.62991,16273161.9049273,0
1756778400000000,109313.0,109535.96,109290.97,109356.0,155.34258,1756779299999999,16991051.4110563,17352,81.7812,8944512.2774912,0
1756779300000000,109356.01,109606.0,109171.78,109523.64,186.17391,1756780199999999,20369132.2767381,19153,89.25203,9767078.4870642,0
1756780200000000,109523.65,109672.0,109452.16,109629.65,163.73357,1756781099999999,17934760.0565251,18073,90.4531,9908232.9938207,0
1756781100000000,109629.65,110272.06,109611.74,110246.01,575.89026,1756781999999999,63297208.7655244,47851,411.49948,45228562.3439854,0
1756782000000000,110246.0,110433.0,110060.12,110370.53,355.46485,1756782899999999,39200928.2401348,53802,197.69339,21800745.5017106,0
1756782900000000,110370.52,110623.97,110128.0,110160.05,242.68717,1756783799999999,26785436.3651549,38301,127.25415,14050192.1143284,0
1756783800000000,110160.04,110416.24,110120.38,110323.78,176.14076,1756784699999999,19425064.1617776,24583,92.49896,10200347.4639385,0
1756784700000000,110323.78,110500.0,110283.78,110322.18,141.9032,1756785599999999,15663039.4828349,20683,53.54331,5909776.1869953,0
1756785600000000,110322.19,110360.0,110218.14,110360.0,105.63117,1756786499999999,11648938.0806299,18434,46.80981,5162071.8055033,0
1756786500000000,110359.99,110420.0,110246.31,110314.0,125.25953,1756787399999999,13821422.7036785,18619,79.30263,8750067.5489104,0
1756787400000000,110314.01,110365.8,110167.53,110224.53,124.37832,1756788299999999,13711723.6525901,16685,50.09601,5523311.9635707,0
1756788300000000,110224.53,110322.34,110143.62,110310.56,137.21247,1756789199999999,15125179.6443438,17148,63.27328,6974719.5732605,0
1756789200000000,110310.56,110337.06,110045.01,110180.0,108.30412,1756790099999999,11930328.9373964,19362,58.81562,6479214.3669077,0
1756790100000000,110180.0,110264.54,110099.6,110145.14,85.29121,1756790999999999,9396841.3077789,19318,48.5094,5344424.775255,0
1756791000000000,110145.14,110204.4,110113.24,110124.01,78.01256,1756791899999999,8593743.3445165,14129,30.89709,3403400.3140451,0
1756791900000000,110124.01,110311.03,110124.0,110209.32,87.74674,1756792799999999,9673619.61601,14528,41.58252,4583962.6595352,0
1756792800000000,110209.33,110398.69,110173.96,110359.99,184.6204,1756793699999999,20363471.1312686,22800,100.87117,11125612.53909,0
1756793700000000,110359.99,110488.61,110338.95,110446.02,106.78201,1756794599999999,11789985.3404008,22719,76.47429,8443244.2867602,0
1756794600000000,110446.01,110610.5,110416.41,110424.04,181.8646,1756795499999999,20099261.4038085,22880,117.05299,12935336.8562889,0
1756795500000000,110424.03,110486.49,110339.0,110376.63,123.12905,1756796399999999,13593364.0187043,22094,59.70798,6591408.2230249,0
1756796400000000,110376.63,110380.0,110170.0,110176.91,100.97796,1756797299999999,11137257.8449729,20871,35.85234,3954168.2360213,0
1756797300000000,110176.92,110304.0,110160.9,110246.01,101.63888,1756798199999999,11202000.4334603,21036,49.75353,5483183.2861259,0
1756798200000000,110246.0,110300.0,110140.0,110268.01,113.25152,1756799099999999,12483310.3286114,20226,53.95931,5947383.1445036,0
1756799100000000,110268.0,110400.0,110000.0,110233.92,188.61554,1756799999999999,20776864.1403159,37240,81.97936,9031586.0128996,0
1756800000000000,110233.91,110359.99,110052.27,110052.28,146.23345,1756800899999999,16113939.3529586,26039,65.75889,7247658.3477291,0
1756800900000000,110052.28,110335.99,110052.27,110306.95,88.83887,1756801799999999,9789941.8034544,22888,45.35318,4998181.303594,0
1756801800000000,110306.94,110555.55,110108.96,110510.45,133.23838,1756802699999999,14701439.4672112,32814,89.7485,9902984.9189221,0
1756802700000000,110510.45,110711.1,110340.64,110360.0,188.72557,1756803599999999,20866492.3240338,32022,108.43433,11990494.647152,0
1756803600000000,110360.01,110699.58,110271.15,110603.15,135.6781,1756804499999999,14990910.3218835,31214,94.62525,10455502.9337469,0
1756804500000000,110603.16,110671.04,110322.29,110322.29,109.04299,1756805399999999,12053254.5888977,27070,43.27799,4784909.5959431,0
1756805400000000,110322.28,110447.43,110256.94,110391.45,87.46055,1756806299999999,9650487.3630388,18394,45.42347,5011658.9743095,0
1756806300000000,110391.45,110450.56,110301.2,110450.56,144.37032,1756807199999999,15931131.0542189,18255,37.58046,4147134.5740367,0
1756807200000000,110450.56,110477.85,110328.42,110443.94,126.7035,1756808099999999,13986770.3884204,18378,75.11454,8291149.8249242,0
1756808100000000,110443.95,110475.08,110244.0,110244.01,62.81988,1756808999999999,6931955.302377,13075,24.6594,2721419.042405,0
1756809000000000,110244.0,110345.51,110185.04,110245.69,137.7152,1756809899999999,15182905.6987538,15272,99.27239,10945401.7088612,0
1756809900000000,110245.69,110272.03,110128.13,110246.0,83.64011,1756810799999999,9217665.4959264,14752,36.99931,4077184.9742258,0
1756810800000000,110246.0,110255.17,110080.0,110080.01,86.16414,1756811699999999,9491851.9168482,14821,31.28056,3445755.2944631,0
1756811700000000,110080.01,110185.35,109874.6,109886.54,655.53494,1756812599999999,72098782.0128452,30762,143.7798,15811524.3903888,0
1756812600000000,109886.54,109986.62,109880.76,109912.29,106.87647,1756813499999999,11750156.1360653,16475,37.22269,4092065.560087,0
1756813500000000,109912.29,109938.0,109563.87,109733.34,168.97344,1756814399999999,18549511.5058986,28806,69.74475,7656272.8607065,0
1756814400000000,109733.33,109836.34,109372.44,109409.37,249.24439,1756815299999999,27310630.1665071,48611,102.23239,11204460.2107514,0
1756815300000000,109409.37,109531.3,109300.0,109432.11,136.10548,1756816199999999,14890054.8234998,31278,59.8226,6544829.1145025,0
1756816200000000,109432.11,109470.0,108681.49,108762.0,330.9341,1756817099999999,36095815.0149284,45377,121.90352,13292928.9966986,0
1756817100000000,108762.0,108834.63,108393.39,108795.99,581.0432,1756817999999999,63109122.1111404,72031,294.75172,32014391.6976158,0
1756818000000000,108796.0,109283.27,108733.88,109186.17,272.33698,1756818899999999,29693005.2696092,42179,172.12124,18766209.9839894,0
1756818900000000,109186.17,109585.98,109186.17,109365.77,316.12753,1756819799999999,34569879.1357314,38294,150.19599,16422102.8973711,0
1756819800000000,109365.78,110578.79,109038.99,110469.62,1044.45763,1756820699999999,114887612.7691175,130016,508.40699,55910531.7959609,0
1756820700000000,110469.62,111275.93,110389.42,111149.99,848.28656,1756821599999999,94159581.2730021,97975,475.82244,52809588.2797784,0
1756821600000000,111149.99,111500.0,110780.61,111026.99,550.25045,1756822499999999,61155785.2835847,84112,262.8317,29221803.0651436,0
1756822500000000,111027.9,111540.0,110817.1,111483.87,705.24793,1756823399999999,78459212.1558181,60265,358.79987,39929913.265283,0
1756823400000000,111483.87,111771.52,111364.51,111530.0,452.03345,1756824299999999,50438898.1918867,49396,247.29994,27594851.3568461,0
1756824300000000,111529.99,111617.13,111129.57,111360.01,217.77133,1756825199999999,24248363.4934339,37889,82.70638,9209269.6126177,0
1756825200000000,111360.0,111398.34,110952.0,111395.04,333.96703,1756826099999999,37134876.7962889,41217,136.36166,15163908.6507458,0
1756826100000000,111395.04,111540.3,111048.0,111260.77,269.3903,1756826999999999,29986415.6827117,33890,151.70018,16885311.6671987,0
1756827000000000,111261.28,111278.0,110879.31,110967.46,250.46756,1756827899999999,27804772.1433473,35606,94.11107,10450248.7103575,0
1756827900000000,110967.47,111088.0,110628.85,110829.17,211.22925,1756828799999999,23399901.2701226,32662,96.05723,10640141.4332972,0
1756828800000000,110829.16,111090.25,110817.1,110968.0,150.87161,1756829699999999,16737349.4167362,34852,57.97396,6432041.8676934,0
1756829700000000,110967.99,111119.58,110469.7,110490.6,396.92856,1756830599999999,43945341.4859689,38694,136.79473,15149175.1554691,0
1756830600000000,110490.6,110809.03,110490.59,110578.24,213.87511,1756831499999999,23666967.3727237,30992,101.77296,11259076.5214746,0
1756831500000000,110578.23,110785.85,110506.94,110785.85,167.00504,1756832399999999,18480193.2346401,24524,74.3949,8232231.4936812,0
1756832400000000,110785.85,110934.46,110628.85,110663.78,196.39679,1756833299999999,21767350.3132136,28120,68.1047,7548182.8612838,0
1756833300000000,110663.79,110929.3,110655.1,110866.68,105.09256,1756834199999999,11640494.482965,24429,51.27287,5679605.5575693,0
1756834200000000,110866.69,111012.0,110688.6,110868.01,334.42238,1756835099999999,37064483.3051551,30783,207.59611,23006174.5029256,0
1756835100000000,110868.01,111050.0,110860.33,110914.0,66.09999,1756835999999999,7332690.6852582,20285,42.47296,4711591.2463482,0
1756836000000000,110914.01,110945.3,110467.42,110536.0,149.01802,1756836899999999,16482438.4920667,27777,60.64389,6706743.4667139,0
1756836900000000,110536.0,110678.17,110388.04,110466.42,118.68614,1756837799999999,13118393.540472,24254,54.26426,5997930.5867572,0
1756837800000000,110466.42,110586.13,110360.0,110514.81,65.44139,1756838699999999,7230068.4904081,18034,27.44284,3031800.2948615,0
1756838700000000,110514.8,110829.15,110200.0,110646.47,173.53556,1756839599999999,19179035.4583443,38271,77.58873,8577759.7855734,0
1756839600000000,110646.47,110840.0,110522.46,110541.61,156.5572,1756840499999999,17327436.4926347,27064,70.93101,7851338.6953204,0
1756840500000000,110541.61,110669.91,110456.58,110513.51,121.8499,1756841399999999,13473333.0672522,26023,42.52041,4702816.4066802,0
1756841400000000,110513.51,110742.84,110441.42,110670.0,68.36626,1756842299999999,7562752.7727132,18346,29.31807,3243253.9591261,0
1756842300000000,110670.0,110817.58,110569.91,110806.0,101.08386,1756843199999999,11190252.5788633,18481,60.27935,6674217.6068963,0
1756843200000000,110806.01,111196.0,110716.77,111195.99,169.06294,1756844099999999,18768098.1612892,24581,128.61607,14280039.5097941,0
1756844100000000,111196.0,111350.0,111154.42,111252.0,163.09744,1756844999999999,18142375.3109461,20517,67.84509,7546892.5835448,0
1756845000000000,111251.99,111389.99,111096.17,111289.21,163.15431,1756845899999999,18152974.3065317,13949,98.98999,11015193.7928002,0
1756845900000000,111289.21,111419.18,111218.48,111418.49,90.11377,1756846799999999,10033792.2653925,10627,48.74566,5427425.520362,0
1756846800000000,111418.49,111517.84,111371.48,111517.83,112.67626,1756847699999999,12556909.7021813,7842,89.38233,9960818.8505593,0
1756847700000000,111517.83,111538.17,111254.25,111303.31,96.51911,1756848599999999,10749630.2529697,11950,35.03667,3901835.1732219,0
1756848600000000,111303.31,111480.0,111303.3,111360.85,72.90713,1756849499999999,8122736.5884319,7538,44.89375,5001316.0610985,0
1756849500000000,111360.86,111360.86,111129.57,111129.57,74.15878,1756850399999999,8249240.1252123,8737,17.43747,1939357.142722,0
1756850400000000,111129.58,111137.8,110870.27,111119.99,177.39524,1756851299999999,19692328.0910024,20600,62.92531,6984081.8235544,0
1756851300000000,111119.99,111173.52,111000.0,111048.0,65.4446,1756852199999999,7268725.5849028,12393,26.93633,2991496.5016787,0
1756852200000000,111047.99,111238.56,110976.56,111185.25,90.03824,1756853099999999,10003796.4902951,13669,37.55449,4173779.8666079,0
1756853100000000,111185.25,111260.0,111152.11,111259.99,41.99284,1756853999999999,4669956.04689,8037,22.67067,2521195.0181777,0
1756854000000000,111260.0,111271.13,111063.39,111238.0,73.22424,1756854899999999,8140146.6177579,10914,25.78851,2866353.820374,0
1756854900000000,111237.99,111249.6,111056.03,111078.81,62.79789,1756855799999999,6979138.5393559,9682,27.39808,3045293.1341212,0
1756855800000000,111078.81,111164.83,111017.79,111109.99,49.12449,1756856699999999,5457534.8726685,7699,23.58165,2619816.8840663,0
1756856700000000,111109.98,111240.02,111084.35,111240.01,73.70467,1756857599999999,8194198.42231,6345,50.7982,5648150.7436514,0
1756857600000000,111240.01,111548.0,111240.01,111530.12,352.22781,1756858499999999,39236448.7753947,24857,227.40476,25333836.3160579,0
1756858500000000,111530.11,111782.21,111460.44,111647.99,338.07275,1756859399999999,37736373.2856767,33905,203.08054,22666509.5540705,0
1756859400000000,111647.99,111678.0,111417.71,111417.72,199.0789,1756860299999999,22203623.9887069,35449,69.64536,7767620.7684292,0
1756860300000000,111417.72,111451.62,111300.0,111339.98,102.82335,1756861199999999,11449996.640873,24063,44.22928,4924831.2035226,0
1756861200000000,111339.98,111404.77,111142.19,111220.97,117.03358,1756862099999999,13020751.3742395,26144,32.65981,3633831.5600562,0
1756862100000000,111220.98,111240.0,110926.69,110978.5,138.4104,1756862999999999,15368130.6146931,23028,23.77336,2639862.9317283,0
1756863000000000,110978.5,111047.76,110901.99,110929.61,76.26537,1756863899999999,8462316.40053,17632,20.77111,2304808.0018673,0
1756863900000000,110929.62,111200.0,110901.06,111176.94,123.10728,1756864799999999,13669951.5928368,23358,56.21398,6241866.7594679,0
1756864800000000,111176.93,111411.02,111029.43,111098.31,107.14062,1756865699999999,11913034.4589828,35614,48.41099,5384192.2848375,0
1756865700000000,111098.3,111393.11,111091.86,111374.54,114.01316,1756866599999999,12689633.7858726,35627,62.84804,6995247.7558122,0
1756866600000000,111374.54,111374.54,111195.67,111338.92,98.46837,1756867499999999,10956946.3929002,19506,32.19369,3582556.5349699,0
1756867500000000,111338.93,111484.05,111338.92,111372.0,105.27716,1756868399999999,11729917.1494672,19773,54.5863,6081721.3707396,0
1756868400000000,111372.0,111411.24,111047.56,111078.95,145.04604,1756869299999999,16140727.763807,25286,64.53466,7183182.5320554,0
1756869300000000,111078.96,111164.2,110976.01,111059.27,71.32832,1756870199999999,7921291.0247285,20037,16.89827,1876872.6447758,0
1756870200000000,111059.27,111059.28,110892.14,110950.01,103.66863,1756871099999999,11505513.3695728,16449,28.73442,3188616.8290691,0
1756871100000000,110950.01,111129.58,110941.48,111054.01,71.65519,1756871999999999,7957620.894099,19400,49.15528,5458877.0834536,0
1756872000000000,111054.0,111151.99,110917.45,110917.45,114.98647,1756872899999999,12766280.6305221,16488,35.56939,3949880.412414,0
1756872900000000,110917.46,111101.0,110836.48,111022.01,72.61598,1756873799999999,8056203.31866,18505,30.99844,3438838.0800335,0
1756873800000000,111022.02,111091.63,110976.66,111022.16,33.61016,1756874699999999,3731945.4336987,12124,13.19706,1465397.065192,0
1756874700000000,111022.16,111095.64,110971.69,111020.68,48.05541,1756875599999999,5334845.652113,10655,23.0884,2563273.4447933,0
1756875600000000,111020.68,111069.48,110860.04,110899.99,72.60092,1756876499999999,8053380.980679,16533,16.3232,1811031.8532238,0
1756876500000000,110900.0,110919.83,110709.6,110778.55,85.022,1756877399999999,9420303.7639118,18241,20.54983,2276827.8436507,0
